none,vaporeon,espeon,umbreon,flareon,jolteon,sylveon,leafeon,glaceon,pokemon,eevee,eeveelution
+,+vaporeon,+espeon,+umbreon,+flareon,+jolteon,+sylveon,+leafeon,+glaceon,+pokémon,+eevee,+eeveelution
